person	process	process_kind	document_count	documents
Е.Д. Соколовой	КРЕМЛЕВСКОЕ ДЕЛО	related_case	2	4831 | 5076
Е.И. Майзлиной	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5381 | 5385
Е.М. Манюрин-Броварский	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	7359 | 7361
Е.М. Рыбальченко	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	2	7857 | 7860
Е.Н. Васильева	КРЕМЛЕВСКОЕ ДЕЛО	related_case	2	4838 | 4839
Е.О. Симак	КРЕМЛЕВСКОЕ ДЕЛО	related_case	2	4894 | 5037
Е.Р. Майера	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	5864 | 6374
Е.С. Мишаковой	КРЕМЛЕВСКОЕ ДЕЛО	related_case	2	4855 | 4857
Ежов	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	related_case	2	1621 | 6693
З.В. Флоровой	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5362 | 5619
З.Д. Ханик	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	related_case	2	9548 | 9551
Зиновьев	КРЕМЛЕВСКОЕ ДЕЛО	related_case	2	5021 | 5113
И.А. Козина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	5881 | 5888
И.Д. Гаврикова	КРЕМЛЕВСКОЕ ДЕЛО	related_case	2	4873 | 4927
И.Е. Коваленко	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	5893 | 5896
И.Е. Павлова	КРЕМЛЕВСКОЕ ДЕЛО	related_case	2	4880 | 4912
И.И. Тарасовым	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	2	3388 | 4110
И.М. Бык-Бек	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5691 | 5705
И.Н. Маевского	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	2	7709 | 7885
И.Н. Стукова	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5469 | 5495
И.О. Гольденберга	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	6668 | 6687
И.П. Бакаевым	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	2	4359 | 4387
И.П. Крыженко	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5320 | 5335
И.С. Михайлова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	5869 | 5918
И.С. Эстермана	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5655 | 5667
И.Т. Ляшенко	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	5858 | 5897
И.Т. Смилги	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	2	4392 | 6823
К.А. Озола	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5413 | 5470
К.Б. Берман-Юрин	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5712 | 5730
К.И. Гидлевского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5398 | 5492
К.И. Грюнштейна	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5259 | 5695
К.Н. Емельянова	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	2	3342 | 3343
К.Н. Лукницкого	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	5908 | 6933
К.С. Модебадзе	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	2	7959 | 7976
Л.А. Чернозубовой	КРЕМЛЕВСКОЕ ДЕЛО	related_case	2	5157 | 5217
Л.В. Когану	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	2	8159 | 8410
Л.Е. Бурковой	КРЕМЛЕВСКОЕ ДЕЛО	related_case	2	5030 | 9522
Л.Е. Тамма	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	7194 | 8871
Л.Е. Хосроева	КРЕМЛЕВСКОЕ ДЕЛО	related_case	2	5082 | 5091
Л.И. Перельштейн	КРЕМЛЕВСКОЕ ДЕЛО	related_case	2	5115 | 5153
Л.И. Пономарева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5408 | 5547
Л.Н. Минервиной	КРЕМЛЕВСКОЕ ДЕЛО	related_case	2	5053 | 5218
Л.С. Ассиновского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	7196 | 7198
Л.Х. Розенблюма	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5384 | 5498
М.А. Жарикова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	5889 | 6550
М.Б. Черномордику	КРЕМЛЕВСКОЕ ДЕЛО	related_case	2	9441 | 9443
М.В. Михайлика	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	6461 | 6467
М.В. Муравьева	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	2	3275 | 3332
М.Г. Сафьянова	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5491 | 5606
М.И. Новожилова	КРЕМЛЕВСКОЕ ДЕЛО	related_case	2	5127 | 5128
М.И. Сумецкого	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	7109 | 7111
М.М. Кудряшева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	6596 | 6598
М.М. Чередниченко	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	7131 | 7133
М.Н. Рябинина	КРЕМЛЕВСКОЕ ДЕЛО	related_case	2	5136 | 5225
М.Н. Яковлева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5633 | 5641
М.П. Томского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	10822 | 6830
М.С. Окуджавы	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	6913 | 6915
М.Т. Антонова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	5715 | 5765
Н.Б. Скаловой	КРЕМЛЕВСКОЕ ДЕЛО	related_case	2	5105 | 5126
Н.В. Буинцева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	7446 | 7448
Н.И. Муралова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	6282 | 6543
Н.К. Магдарьева	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	2	4443 | 4455
Н.Л. Лурье	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5692 | 5709
Н.М. Маторина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5643 | 5666
Н.М. Насонова	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	2	4536 | 4552
Н.Н. Алексеева	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	2	8212 | 8215
Н.Н. Крестинского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	7262 | 7273
Н.Н. Мищенко	КРЕМЛЕВСКОЕ ДЕЛО	related_case	2	4984 | 5189
Н.Н. Шатским	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	related_case	2	3156 | 3183
Н.Н. Шатского	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	related_case	2	2687 | 2688
О.П. Дзениса	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	7220 | 7476
П.А. Липшица	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5690 | 5703
П.Г. Петровского	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	2	8240 | 8597
П.К. Александрова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	2	7627 | 8478
П.М. Репникова	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	2	4354 | 4488
П.Н. Нечаева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5466 | 5505
П.П. Бурмистрова	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	2	3992 | 3996
П.П. Северова	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	2	3313 | 3441
П.Ф. Полякова	КРЕМЛЕВСКОЕ ДЕЛО	related_case	2	4881 | 5188
Пригожин	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	5707 | 5736
Р.А. Петерсона	КРЕМЛЕВСКОЕ ДЕЛО	related_case	2	4842 | 9917
Р.С. Беннет	КРЕМЛЕВСКОЕ ДЕЛО	related_case	2	5206 | 5236
Радин	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	2	7687 | 7792
С.А. Гоглидзе	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	2	7972 | 7978
С.А. Ратайчаком	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	5874 | 6350
С.О. Мандельштама	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	related_case	2	9718 | 9725
С.П. Калашникова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	2	8009 | 8011
С.П. Минаева	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	2	3966 | 3968
С.С. Зорина	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	2	4545 | 6823
С.Я. Бабахана	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5676 | 5716
Сокольников	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	2	3400 | 6719
Сталин	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	related_case	2	1625 | 3172
Т.Г. Гатаулина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5453 | 5519
Т.И. Глебовой	КРЕМЛЕВСКОЕ ДЕЛО	related_case	2	4962 | 9822
Т.И. Глебовой	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5789 | 5792
Т.П. Денисовой	КРЕМЛЕВСКОЕ ДЕЛО	related_case	2	4913 | 5014
Т.Р. Левиной	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	2	7789 | 8488
Ф.Г. Иванова	КРЕМЛЕВСКОЕ ДЕЛО	related_case	2	5103 | 5156
Ф.И. Вайсберга	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	6463 | 6685
Членов	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	5740 | 6261
Э.Б. Абрамсона	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	2	4132 | 4318
Ю.Б. Тартаковской	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	2	3401 | 4032
Ю.М. Бочарова	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5546 | 5590
Я.А. Фуртичева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5518 | 5613
Я.Д. Лейбмана	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	6200 | 6204
Я.И. Богомольного	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	2	3294 | 3942
Я.Р. Ельковича	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	2	6255 | 7337
Я.С. Розановым	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5488 | 5500
Я.Я. Упмал-Ангарский	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	2	5567 | 5622
А.А. Абрамова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6986
А.А. Андрееву	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6974
А.А. Антипиной	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	3967
А.А. Гардин-Гейер	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5186
А.А. Жданову	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6933
А.А. Израилитина	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4456
А.А. Карпова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7089
А.А. Нелидовой	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	4960
А.А. Орловой	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	4859
А.А. Табанакова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7726
А.В. Бочарова	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	related_case	1	6693
А.В. Галкина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5691
А.В. Галкина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5713
А.В. Дзедзиевского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6996
А.В. Перимовым	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4389
А.В. Травиной	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8777
А.Г. Егорова	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	related_case	1	1633
А.Г. Корчагиной	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5065
А.Г. Шляпникова	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	6823
А.Д. Арефьевым	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8490
А.Д. Бронштейне	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	9955
А.Д. Зайцева	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7787
А.Д. Зайцева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7462
А.З. Волкова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6392
А.И. Анишевым	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	3999
А.И. Бриггиса	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5481
А.И. Витковского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7053
А.И. Гальперина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6074
А.И. Емшанова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7915
А.И. Зильбермана	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	3439
А.И. Муралова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7235
А.И. Мячиной	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5205
А.И. Никитинской	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	4903
А.И. Рамм-Пфемферт	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	10940
А.И. Стецкого	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8798
А.И. Стецкого	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7381
А.И. Толмазовым	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	related_case	1	3230
А.И. Уварова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5697
А.К. Бормана	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	6611
А.К. Дрожжина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7021
А.К. Язовских	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7815
А.Л. Голоступеца	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5107
А.Л. Леонтьева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5779
А.М. Аркус	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5691
А.М. Березина	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4107
А.М. Гертика	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5806
А.М. Зорина	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7855
А.М. Зорина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6505
А.М. Кашкина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5860
А.М. Луцука	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7553
А.М. Непомнящего	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7586
А.М. Попова	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5425
А.М. Сосипатрова	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5024
А.М. Ясюкевича	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5849
А.Н. Барулина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5955
А.Н. Бурова	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5284
А.Н. Маевского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5868
А.Н. Панова	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	3980
А.Н. Поскребышеву	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4801
А.Н. Слепковым	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8490
А.Н. Фокина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5605
А.О. Альского	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5777
А.О. Голлендера	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7412
А.П. Дьячкова	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5036
А.П. Метальникова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7794
А.П. Удалова	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5516
А.С. Булину	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5787
А.С. Оввян	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5568
А.Ф. Кошелева	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5642
А.Ф. Ульянова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8153
А.Я. Аросеве	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	10567
А.Я. Вышинский	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8668
А.Я. Вышинский	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4800
А.Я. Юскиной	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	related_case	1	2739
Агранов	РАЗНЫЕ ДОКУМЕНТЫ	misc	1	6958
Астров	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7162
Б.А. Васильева	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	9441
Б.А. Двинскому	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6152
Б.Г. Козелева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7623
Б.Г. Мдивани	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7576
Б.Д. Берману	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7056
Б.Е. Алдаданова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7954
Б.Е. Барского	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7071
Б.З. Ливянта	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	6825
Б.Л. Колесникова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8042
Б.Л. Лопатинского	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5162
Б.М. Беккера	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	7419
Б.Н. Сахова	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	6872
Б.О. Норкина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7015
Б.П. Нестерова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7561
Б.П. Нестеровым	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7693
Б.С. Рабиновича	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7851
Б.Э. Раткая	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7415
Бухарин	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	11258
В.А. Антонов-Овсеенко	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	11086
В.А. Ваганяна	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	6832
В.А. Котова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	8132
В.А. Котова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6336
В.А. Сорокина	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	3993
В.А. Финашина	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5859
В.В. Ломинадзе	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	7248
В.В. Румянцевым	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	3388
В.В. Румянцнева	ПРОЦЕСС “ЛЕНИНГРАДСКОГО ЦЕНТРА”	related_case	1	3208
В.В. Ульриху	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7292
В.Г. Лукина	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4560
В.Г. Яковенко	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7681
В.Д. Вуйовича	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5129
В.Д. Вуйовича	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	6836
В.Д. Вуйовичем	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5113
В.Д. Томленова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7853
В.Е. Цесарского	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	4845
В.И. Демченко	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5386
В.И. Клюшенкова	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5528
В.К. Жарикова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5821
В.К. Клейна	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	4991
В.К. Путны	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5801
В.К. Сотскова	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	4837
В.Л. Горохова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5836
В.М. Меерсона	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7019
В.М. Мулина	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5787
В.М. Примакова	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	6856
В.М. Примакова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6150
В.Н. Гутман	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5620
В.Н. Слепкова	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7630
В.Н. Яковлевой	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	10574
В.Н. Яковлевой	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7984
В.П. Второва	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	6866
В.П. Шевелев-Лубков	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7444
В.Ф. Бейтельспахера	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7568
В.Ф. Захариной	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6928
В.Ф. Логиновым	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5874
В.Ф. Степанова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5851
В.Я. Родака	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6988
Г.А. Абрамова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7798
Г.А. Молчанова	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	9753
Г.А. Татулова	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	7363
Г.А. Татуловым	ПРОЦЕСС 2-12 МАРТА 1938 г.	major_show_trial	1	7828
Г.Б. Берндта	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5444
Г.Б. Либермана	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5149
Г.Б. Синани-Скалов	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5593
Г.Г. Матитайшвили	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6903
Г.Г. Ягода	РАЗНЫЕ ДОКУМЕНТЫ	misc	1	7214
Г.Д. Арсентьева	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6992
Г.Е. Меерсона	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5554
Г.И. Исаева	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	3943
Г.И. Миронова	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	4049
Г.И. Сафарова	ПРОЦЕСС 19-23 АВГУСТА 1936 г.	major_show_trial	1	5261
Г.И. Серебряковой	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6774
Г.К. Орджоникидзе	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	6943
Г.К. Фельдмана	ПРОЦЕСС 23-29 ЯНВАРЯ 1937 г.	major_show_trial	1	5861
Г.М. Дрязгова	ПРОЦЕСС “МОСКОВСКОГО ЦЕНТРА”	related_case	1	3994
Г.М. Ивановой	КРЕМЛЕВСКОЕ ДЕЛО	related_case	1	5087
