current_path	proposed_path	phase	artifact_type	commit_group	mtime_iso	notes
showtrials_special_report_packages_d3_1_validation_report.txt	reports/d-structural-chunking/showtrials_special_report_packages_d3_1_validation_report.txt	D structural-chunking	reports	d-structural-chunking-reports	2026-06-09 23:51:04	planned move only; do not move yet
showtrials_structural_chunking_d2_by_document.tsv	data/d-structural-chunking/showtrials_structural_chunking_d2_by_document.tsv	D structural-chunking	data	d-structural-chunking-data	2026-06-09 22:45:32	planned move only; do not move yet
showtrials_structural_chunking_d2_by_type.tsv	data/d-structural-chunking/showtrials_structural_chunking_d2_by_type.tsv	D structural-chunking	data	d-structural-chunking-data	2026-06-09 22:45:32	planned move only; do not move yet
showtrials_structural_chunking_d2_examples.tsv	data/d-structural-chunking/showtrials_structural_chunking_d2_examples.tsv	D structural-chunking	data	d-structural-chunking-data	2026-06-09 22:45:32	planned move only; do not move yet
showtrials_structural_chunking_d2_report.txt	reports/d-structural-chunking/showtrials_structural_chunking_d2_report.txt	D structural-chunking	reports	d-structural-chunking-reports	2026-06-09 22:45:32	planned move only; do not move yet
showtrials_structural_chunking_d2_validation.tsv	data/d-structural-chunking/showtrials_structural_chunking_d2_validation.tsv	D structural-chunking	data	d-structural-chunking-data	2026-06-09 22:45:53	planned move only; do not move yet
showtrials_structural_chunking_d2_validation_report.txt	reports/d-structural-chunking/showtrials_structural_chunking_d2_validation_report.txt	D structural-chunking	reports	d-structural-chunking-reports	2026-06-09 22:45:53	planned move only; do not move yet
showtrials_structural_samples_d2_1_index.tsv	data/d-structural-chunking/showtrials_structural_samples_d2_1_index.tsv	D structural-chunking	data	d-structural-chunking-data	2026-06-09 22:55:51	planned move only; do not move yet
showtrials_structural_samples_d2_1_report.txt	reports/d-structural-chunking/showtrials_structural_samples_d2_1_report.txt	D structural-chunking	reports	d-structural-chunking-reports	2026-06-09 22:55:51	planned move only; do not move yet
showtrials_structural_samples_d2_2_report.txt	reports/d-structural-chunking/showtrials_structural_samples_d2_2_report.txt	D structural-chunking	reports	d-structural-chunking-reports	2026-06-09 23:22:30	planned move only; do not move yet
showtrials_structural_samples_d2_2_review_index.tsv	data/d-structural-chunking/showtrials_structural_samples_d2_2_review_index.tsv	D structural-chunking	data	d-structural-chunking-data	2026-06-09 23:22:30	planned move only; do not move yet
showtrials_tag_process_audit_report.txt	reports/e-semantic-layer/showtrials_tag_process_audit_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_tag_process_exclusive.tsv	data/e-semantic-layer/showtrials_tag_process_exclusive.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_tag_process_matrix.tsv	data/e-semantic-layer/showtrials_tag_process_matrix.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_tags.json	data/c-catalog-taxonomy/showtrials_tags.json	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_taxonomy_anomalies.tsv	data/c-catalog-taxonomy/showtrials_taxonomy_anomalies.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_taxonomy_document_matrix.tsv	data/c-catalog-taxonomy/showtrials_taxonomy_document_matrix.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_taxonomy_report.txt	reports/c-catalog-taxonomy/showtrials_taxonomy_report.txt	C catalog-taxonomy	reports	c-catalog-taxonomy-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_taxonomy_terms.tsv	data/c-catalog-taxonomy/showtrials_taxonomy_terms.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_taxonomy_terms_report.txt	reports/c-catalog-taxonomy/showtrials_taxonomy_terms_report.txt	C catalog-taxonomy	reports	c-catalog-taxonomy-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_text_cleanliness.tsv	data/c-catalog-taxonomy/showtrials_text_cleanliness.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_text_cleanliness_report.txt	reports/c-catalog-taxonomy/showtrials_text_cleanliness_report.txt	C catalog-taxonomy	reports	c-catalog-taxonomy-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_timeline.tsv	data/c-catalog-taxonomy/showtrials_timeline.tsv	C catalog-taxonomy	data	c-catalog-taxonomy-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_title_document_entities.tsv	data/e-semantic-layer/showtrials_title_document_entities.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_title_entities.tsv	data/e-semantic-layer/showtrials_title_entities.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_title_entities_report.txt	reports/e-semantic-layer/showtrials_title_entities_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_title_entity_pairs.tsv	data/e-semantic-layer/showtrials_title_entity_pairs.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_translation_cost_by_document.tsv	data/t-translation-planning/showtrials_translation_cost_by_document.tsv	T translation-planning	data	t-translation-planning-data	2026-06-09 21:13:02	planned move only; do not move yet
showtrials_translation_cost_by_document_type.tsv	data/t-translation-planning/showtrials_translation_cost_by_document_type.tsv	T translation-planning	data	t-translation-planning-data	2026-06-09 21:13:02	planned move only; do not move yet
showtrials_translation_cost_by_process.tsv	data/t-translation-planning/showtrials_translation_cost_by_process.tsv	T translation-planning	data	t-translation-planning-data	2026-06-09 21:13:02	planned move only; do not move yet
showtrials_translation_cost_report.txt	reports/t-translation-planning/showtrials_translation_cost_report.txt	T translation-planning	reports	t-translation-planning-reports	2026-06-09 21:13:02	planned move only; do not move yet
showtrials_translation_glossary_freeze_readiness.tsv	data/g-glossary/showtrials_translation_glossary_freeze_readiness.tsv	G glossary	data	g-glossary-data	2026-06-09 22:01:06	planned move only; do not move yet
showtrials_translation_glossary_freeze_readiness_report.txt	reports/g-glossary/showtrials_translation_glossary_freeze_readiness_report.txt	G glossary	reports	g-glossary-reports	2026-06-09 22:01:06	planned move only; do not move yet
showtrials_translation_glossary_g3.tsv	data/g-glossary/showtrials_translation_glossary_g3.tsv	G glossary	data	g-glossary-data	2026-06-09 21:42:01	planned move only; do not move yet
showtrials_translation_glossary_g3_report.txt	reports/g-glossary/showtrials_translation_glossary_g3_report.txt	G glossary	reports	g-glossary-reports	2026-06-09 21:42:01	planned move only; do not move yet
showtrials_translation_glossary_g3_review.tsv	data/g-glossary/showtrials_translation_glossary_g3_review.tsv	G glossary	data	g-glossary-data	2026-06-09 21:42:01	planned move only; do not move yet
showtrials_translation_glossary_g3_validation.tsv	data/g-glossary/showtrials_translation_glossary_g3_validation.tsv	G glossary	data	g-glossary-data	2026-06-09 21:42:18	planned move only; do not move yet
showtrials_translation_glossary_g3_validation_report.txt	reports/g-glossary/showtrials_translation_glossary_g3_validation_report.txt	G glossary	reports	g-glossary-reports	2026-06-09 21:42:18	planned move only; do not move yet
showtrials_translation_glossary_g4.tsv	data/g-glossary/showtrials_translation_glossary_g4.tsv	G glossary	data	g-glossary-data	2026-06-09 22:00:47	planned move only; do not move yet
showtrials_translation_glossary_g4_1.tsv	data/g-glossary/showtrials_translation_glossary_g4_1.tsv	G glossary	data	g-glossary-data	2026-06-09 22:09:11	planned move only; do not move yet
showtrials_translation_glossary_g4_1_report.txt	reports/g-glossary/showtrials_translation_glossary_g4_1_report.txt	G glossary	reports	g-glossary-reports	2026-06-09 22:09:11	planned move only; do not move yet
showtrials_translation_glossary_g4_1_review.tsv	data/g-glossary/showtrials_translation_glossary_g4_1_review.tsv	G glossary	data	g-glossary-data	2026-06-09 22:09:11	planned move only; do not move yet
showtrials_translation_glossary_g4_1_validation.tsv	data/g-glossary/showtrials_translation_glossary_g4_1_validation.tsv	G glossary	data	g-glossary-data	2026-06-09 22:09:25	planned move only; do not move yet
showtrials_translation_glossary_g4_1_validation_report.txt	reports/g-glossary/showtrials_translation_glossary_g4_1_validation_report.txt	G glossary	reports	g-glossary-reports	2026-06-09 22:09:25	planned move only; do not move yet
showtrials_translation_glossary_g4_report.txt	reports/g-glossary/showtrials_translation_glossary_g4_report.txt	G glossary	reports	g-glossary-reports	2026-06-09 22:00:47	planned move only; do not move yet
showtrials_translation_glossary_g4_review.tsv	data/g-glossary/showtrials_translation_glossary_g4_review.tsv	G glossary	data	g-glossary-data	2026-06-09 22:00:47	planned move only; do not move yet
showtrials_translation_glossary_seed_plan_v1.tsv	data/g-glossary/showtrials_translation_glossary_seed_plan_v1.tsv	G glossary	data	g-glossary-data	2026-06-09 21:14:23	planned move only; do not move yet
showtrials_translation_glossary_seeds_v1.tsv	data/g-glossary/showtrials_translation_glossary_seeds_v1.tsv	G glossary	data	g-glossary-data	2026-06-09 21:15:26	planned move only; do not move yet
showtrials_translation_glossary_seeds_v1_report.txt	reports/g-glossary/showtrials_translation_glossary_seeds_v1_report.txt	G glossary	reports	g-glossary-reports	2026-06-09 21:15:26	planned move only; do not move yet
showtrials_translation_glossary_seeds_v1_validation_report.txt	reports/g-glossary/showtrials_translation_glossary_seeds_v1_validation_report.txt	G glossary	reports	g-glossary-reports	2026-06-09 21:15:46	planned move only; do not move yet
showtrials_translation_glossary_v1.tsv	data/g-glossary/showtrials_translation_glossary_v1.tsv	G glossary	data	g-glossary-data	2026-06-09 21:26:25	planned move only; do not move yet
showtrials_translation_glossary_v1_report.txt	reports/g-glossary/showtrials_translation_glossary_v1_report.txt	G glossary	reports	g-glossary-reports	2026-06-09 21:26:25	planned move only; do not move yet
showtrials_translation_glossary_v1_review.tsv	data/g-glossary/showtrials_translation_glossary_v1_review.tsv	G glossary	data	g-glossary-data	2026-06-09 21:26:25	planned move only; do not move yet
showtrials_translation_glossary_v1_validation_report.txt	reports/g-glossary/showtrials_translation_glossary_v1_validation_report.txt	G glossary	reports	g-glossary-reports	2026-06-09 21:26:39	planned move only; do not move yet
showtrials_translation_profiles_v1.tsv	data/t-translation-planning/showtrials_translation_profiles_v1.tsv	T translation-planning	data	t-translation-planning-data	2026-06-09 21:14:23	planned move only; do not move yet
showtrials_translation_profiles_v1_report.txt	reports/t-translation-planning/showtrials_translation_profiles_v1_report.txt	T translation-planning	reports	t-translation-planning-reports	2026-06-09 21:14:23	planned move only; do not move yet
showtrials_truncated_person_candidates.tsv	data/e-semantic-layer/showtrials_truncated_person_candidates.tsv	E semantic-layer	data	e-semantic-layer-data	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_truncated_person_candidates_report.txt	reports/e-semantic-layer/showtrials_truncated_person_candidates_report.txt	E semantic-layer	reports	e-semantic-layer-reports	2026-06-09 21:12:30	planned move only; do not move yet
showtrials_users.json	data/b-json-export-search/showtrials_users.json	B json-export-search	data	b-json-export-search-data	2026-06-09 21:12:30	planned move only; do not move yet
sitemap-urls.txt	reports/a-extraction/sitemap-urls.txt	A extraction	reports	a-extraction-reports	2026-06-09 21:12:30	planned move only; do not move yet
validate-showtrials-attachment-taxonomy-d3-1a.py	scripts/d-structural-chunking/validate-showtrials-attachment-taxonomy-d3-1a.py	D structural-chunking	scripts	d-structural-chunking-scripts	2026-06-10 00:03:00	planned move only; do not move yet
validate-showtrials-attachment-taxonomy-refinement-d3-1b.py	scripts/d-structural-chunking/validate-showtrials-attachment-taxonomy-refinement-d3-1b.py	D structural-chunking	scripts	d-structural-chunking-scripts	2026-06-10 00:16:54	planned move only; do not move yet
validate-showtrials-chunking-blueprint-v1.py	scripts/d-structural-chunking/validate-showtrials-chunking-blueprint-v1.py	D structural-chunking	scripts	d-structural-chunking-scripts	2026-06-09 23:22:24	planned move only; do not move yet
validate-showtrials-chunking-blueprint-v1_1.py	scripts/d-structural-chunking/validate-showtrials-chunking-blueprint-v1_1.py	D structural-chunking	scripts	d-structural-chunking-scripts	2026-06-10 00:25:54	planned move only; do not move yet
validate-showtrials-corpus-sizing-chunking-d1.py	scripts/d-structural-chunking/validate-showtrials-corpus-sizing-chunking-d1.py	D structural-chunking	scripts	d-structural-chunking-scripts	2026-06-09 22:18:15	planned move only; do not move yet
validate-showtrials-document-types-v2.py	scripts/c-catalog-taxonomy/validate-showtrials-document-types-v2.py	C catalog-taxonomy	scripts	c-catalog-taxonomy-scripts	2026-06-09 21:12:30	planned move only; do not move yet
validate-showtrials-document-types-v3.py	scripts/c-catalog-taxonomy/validate-showtrials-document-types-v3.py	C catalog-taxonomy	scripts	c-catalog-taxonomy-scripts	2026-06-09 21:12:30	planned move only; do not move yet
validate-showtrials-document-types-v4.py	scripts/c-catalog-taxonomy/validate-showtrials-document-types-v4.py	C catalog-taxonomy	scripts	c-catalog-taxonomy-scripts	2026-06-09 21:12:30	planned move only; do not move yet
validate-showtrials-organization-families.py	scripts/e-semantic-layer/validate-showtrials-organization-families.py	E semantic-layer	scripts	e-semantic-layer-scripts	2026-06-09 21:12:31	planned move only; do not move yet
validate-showtrials-organization-hierarchy.py	scripts/e-semantic-layer/validate-showtrials-organization-hierarchy.py	E semantic-layer	scripts	e-semantic-layer-scripts	2026-06-09 21:12:31	planned move only; do not move yet
validate-showtrials-person-centrality.py	scripts/e-semantic-layer/validate-showtrials-person-centrality.py	E semantic-layer	scripts	e-semantic-layer-scripts	2026-06-09 21:12:31	planned move only; do not move yet
validate-showtrials-person-institution-profiles-v2.py	scripts/e-semantic-layer/validate-showtrials-person-institution-profiles-v2.py	E semantic-layer	scripts	e-semantic-layer-scripts	2026-06-09 21:12:31	planned move only; do not move yet
validate-showtrials-person-organization-matrix.py	scripts/e-semantic-layer/validate-showtrials-person-organization-matrix.py	E semantic-layer	scripts	e-semantic-layer-scripts	2026-06-09 21:12:31	planned move only; do not move yet
validate-showtrials-process-layer.py	scripts/e-semantic-layer/validate-showtrials-process-layer.py	E semantic-layer	scripts	e-semantic-layer-scripts	2026-06-09 21:12:31	planned move only; do not move yet
validate-showtrials-process-profiles.py	scripts/e-semantic-layer/validate-showtrials-process-profiles.py	E semantic-layer	scripts	e-semantic-layer-scripts	2026-06-09 21:12:31	planned move only; do not move yet
validate-showtrials-roles-v2.py	scripts/e-semantic-layer/validate-showtrials-roles-v2.py	E semantic-layer	scripts	e-semantic-layer-scripts	2026-06-09 21:12:31	planned move only; do not move yet
validate-showtrials-search-v2.py	scripts/c-catalog-taxonomy/validate-showtrials-search-v2.py	C catalog-taxonomy	scripts	c-catalog-taxonomy-scripts	2026-06-09 21:12:31	planned move only; do not move yet
validate-showtrials-semantic-baseline.sh	scripts/e-semantic-layer/validate-showtrials-semantic-baseline.sh	E semantic-layer	scripts	e-semantic-layer-scripts	2026-06-09 21:12:31	planned move only; do not move yet
validate-showtrials-special-report-packages-d3-1.py	scripts/d-structural-chunking/validate-showtrials-special-report-packages-d3-1.py	D structural-chunking	scripts	d-structural-chunking-scripts	2026-06-09 23:50:07	planned move only; do not move yet
validate-showtrials-structural-chunking-d2.py	scripts/d-structural-chunking/validate-showtrials-structural-chunking-d2.py	D structural-chunking	scripts	d-structural-chunking-scripts	2026-06-09 22:45:53	planned move only; do not move yet
validate-showtrials-translation-glossary-g3.py	scripts/g-glossary/validate-showtrials-translation-glossary-g3.py	G glossary	scripts	g-glossary-scripts	2026-06-09 21:42:18	planned move only; do not move yet
validate-showtrials-translation-glossary-g4-1.py	scripts/g-glossary/validate-showtrials-translation-glossary-g4-1.py	G glossary	scripts	g-glossary-scripts	2026-06-09 22:09:25	planned move only; do not move yet
validate-showtrials-translation-glossary-seeds-v1.py	scripts/g-glossary/validate-showtrials-translation-glossary-seeds-v1.py	G glossary	scripts	g-glossary-scripts	2026-06-09 21:15:46	planned move only; do not move yet
validate-showtrials-translation-glossary-v1.py	scripts/g-glossary/validate-showtrials-translation-glossary-v1.py	G glossary	scripts	g-glossary-scripts	2026-06-09 21:26:39	planned move only; do not move yet
