document_post_id	document_type	pattern	document_title	sample
5443	special_report	signature_markers	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса В.М. Попова	от слов “народный комиссар” приписка “зам”. Над словом “Ягода” собственноручная подпись Г.Е. Прокофьева] ПРОТОКОЛ ДОПРОСА ПОПОВА, Василия Михайловича, от 25 марта 1936 года. ПОПОВ В.М. , 1913 года рождения, б<ывший> член ВЛКСМ, по специальности эл
5443	special_report	attachment_markers	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса В.М. Попова	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса В.М. Попова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа В.М. Попова (УНКВД СССР по Горькраю) 1936-03-25
5443	special_report	list_density	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса В.М. Попова	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса В.М. Попова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа В.М. Попова
5442	interrogation_protocol	question_answer_markers	Протокол допроса С.А. Ольберг-Браун	ая жена ОЛЬБЕРГА Валентина, до ареста – машинистка-переводчица Исполкома МОПРа. Вопрос: На последнем допросе от 4/III-1936 г. Вы признали, что, являясь членом КПГ, Вы были скрытой троцкисткой и принимали участие в к.-р. троцкистской работе. В чем
5442	interrogation_protocol	date_headers	Протокол допроса С.А. Ольберг-Браун	Протокол допроса С.А. Ольберг-Браун ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа Ольберга 1936-03-25T00:00:00 protokol-doprosa-s-a-olberg-braun-2 ПРОТОКОЛ ДОПРОСА ОЛЬБЕРГ-БРАУН Суламифь Ал
5442	interrogation_protocol	signature_markers	Протокол допроса С.А. Ольберг-Браун	— Фрау Ольберг, подтвердите, что я только учился русскому языку в вашем кружке! Следователь ставил вопрос: — Вы подтверждаете, что Карл, имярек, был участником кружка Ольберга? Соня отвечала: — Да. Карл подписывал: — Да. Очная ставка кончалась, успоко
5442	interrogation_protocol	list_density	Протокол допроса С.А. Ольберг-Браун	Протокол допроса С.А. Ольберг-Браун ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа Ольберга 1936-03-25T00:00:00 protokol-doprosa-s-a-
5436	interrogation_protocol	question_answer_markers	Протокол допроса К.К. Боштедта	Г, с 1932 г. кандидат ВКП(б). До ареста старший конструктор завода им. Сталина. Вопрос: Когда и где Вы вступили в компартию Герма­нии? Ответ: В компартию Германии я вступил в мае 1930 года в Берлине, в то время, когда я был безработным. С коммуни
5436	interrogation_protocol	date_headers	Протокол допроса К.К. Боштедта	Протокол допроса К.К. Боштедта ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа Ольберга 1936-03-23T04:00:00 protokol-doprosa-k-k-boshtedta ПРОТОКОЛ ДОПРОСА БОШТЕДТ, Карла Карловича, от 2
5436	interrogation_protocol	list_density	Протокол допроса К.К. Боштедта	Протокол допроса К.К. Боштедта ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа Ольберга 1936-03-23T04:00:00 protokol-doprosa-k-k-bosht
5435	interrogation_protocol	question_answer_markers	Протокол допроса Я.С. Розанова	ареста – директор библиотеки Украинской Ассоциации Марксо-Ленинских институтов. Вопрос: Вы показали, что ЗАГОРУЛЬКО передал Вам ряд указаний об активизации работы троцкистско-меньшевистской контрреволюционной организации в Киеве. Дайте показания
5435	interrogation_protocol	date_headers	Протокол допроса Я.С. Розанова	Протокол допроса Я.С. Розанова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1936-03-23T03:00:00 protokol-doprosa-ya-s-rozanova ПРОТОКОЛ ДОПРОСА РОЗАНОВА, Якова
5435	interrogation_protocol	list_density	Протокол допроса Я.С. Розанова	Протокол допроса Я.С. Розанова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1936-03-23T03:00:00 protokol-dop
5434	interrogation_protocol	question_answer_markers	Протокол допроса М.А. Нырчука	тута матер<иальной> культуры и ин<ститу>та Шевченко Укр<аинской> Академии Наук. Вопрос: На предыдущих допросах вы показывали, что контрреволюционная троцкистская организация в Киеве была связана с троцкистской организацией в Москве. Расскажите по
5434	interrogation_protocol	date_headers	Протокол допроса М.А. Нырчука	Протокол допроса М.А. Нырчука ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1936-03-23T02:00:00 protokol-doprosa-m-a-nyrchuka-4 ПРОТОКОЛ ДОПРОСА обвиняемого НЫР
5434	interrogation_protocol	list_density	Протокол допроса М.А. Нырчука	Протокол допроса М.А. Нырчука ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Украинская группа (НКВД УССР) 1936-03-23T02:00:00 protokol-dopr
5433	interrogation_protocol	question_answer_markers	Протокол допроса Г.П. Адамяна	. Зав<едующий> отделом Центрального музея Ленина и преподаватель ИКП философии. Вопрос: Вы знаете ДМИТРИЕВА Г.Ф. ? Ответ: Да, знаю. Вопрос: Что Вам известно о политических взглядах ДМИТРИЕВА Г.Ф.? Ответ: Мне известно, что ДМИТРИЕВ Г.Ф. крайне вра
5433	interrogation_protocol	date_headers	Протокол допроса Г.П. Адамяна	Протокол допроса Г.П. Адамяна ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа Дмитриева 1936-03-23T01:00:00 protokol-doprosa-g-p-adamyana ПРОТОКОЛ ДОПРОСА АДАМЯН<А>, Гайк<а> Погосовича
5433	interrogation_protocol	list_density	Протокол допроса Г.П. Адамяна	Протокол допроса Г.П. Адамяна ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа Дмитриева 1936-03-23T01:00:00 protokol-doprosa-g-p-adamy
5432	special_report	question_answer_markers	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса А.И. Шемелева	равлении троцкистской работы. Между прочим, СЕДОВ в беседе с ГОРОВИЧЕМ обсуждал вопрос о возможности отправки архива Троцкого, сохра­нившегося у ТРУСОВА , за границу. 2. ШАХИДЖАНЯН С.А. от 22/III-1936 г. 3. ОЗОЛ К.А . от 21-23/III-1936 г. Допроса
5432	special_report	date_headers	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса А.И. Шемелева	.Г. Ягоды И.В. Сталину с приложением протокола допроса А.И. Шемелева ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Троцкистский центр | Группа Шемелева 1936-03-23T00:00:00 speczsoobshhenie-g-g-yagody-i-v-stalinu-s-prilozheniem-pr
5432	special_report	attachment_markers	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса А.И. Шемелева	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса А.И. Шемелева ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Троцкистский центр | Группа Шемелева 1936-03-23T00:0
5432	special_report	list_density	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса А.И. Шемелева	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса А.И. Шемелева ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Троцкистский центр
5427	interrogation_protocol	question_answer_markers	Протокол допроса П.А. Коваленко	зма. Вторично исключен из ВКП(б) в декабре 1935 г. при проверке партдокументов. Вопрос: На допросе 4-го марта с<его> г<ода> Вы показали о своем двурушничестве и связи с контрреволюционным троц­кистским подпольем. Вы продолжаете скрывать от следст
5427	interrogation_protocol	date_headers	Протокол допроса П.А. Коваленко	Протокол допроса П.А. Коваленко ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа Шемелева | Общество политкаторжан 1936-03-22T03:00:00 protokol-doprosa-p-a-kovalenko ПРОТОКОЛ ДОПРОСА КОВАЛ
5427	interrogation_protocol	list_density	Протокол допроса П.А. Коваленко	Протокол допроса П.А. Коваленко ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа Шемелева | Общество политкаторжан 1936-03-22T03:00:00
5426	special_report	question_answer_markers	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса Г.Ф. Дмитриева	1928 году ссылку за контрреволюционную троцкистскую деятельность; 2) МАРКЕЛОВА В.П. – член ВКП(б), заведующая детским отделом универмага Мосторга; 3) ДМИТРИЕВА Л.Г. – беспартийная, учащаяся Московского геологоразведочного института, ‒ аресто
5426	special_report	date_headers	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса Г.Ф. Дмитриева	Прокофьева Н.И. Ежову с приложением протокола допроса Г.Ф. Дмитриева ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа Дмитриева 1936-03-22T02:00:00 speczsoobshhenie-g-e-prokofeva-n-i-ezhovu-s-prilozheniem-protokola-doprosa-g-
5426	special_report	attachment_markers	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса Г.Ф. Дмитриева	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса Г.Ф. Дмитриева ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа Дмитриева 1936-03-22T02:00:00 speczsoobshhen
5426	special_report	list_density	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса Г.Ф. Дмитриева	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса Г.Ф. Дмитриева ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа Дмитриев
5425	interrogation_protocol	question_answer_markers	Протокол допроса А.М. Попова	ОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа В.М. Попова (УНКВД СССР по Горькраю) 1936-03-22T01:00:00 protokol-doprosa-a-m-popova ПРОТОКОЛ ДОПРОСА ПОПОВА Александра Михайловича. от 22 марта 1936 г. ПОПОВ Але
5425	interrogation_protocol	date_headers	Протокол допроса А.М. Попова	Протокол допроса А.М. Попова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа В.М. Попова (УНКВД СССР по Горькраю) 1936-03-22T01:00:00 protokol-doprosa-a-m-popova ПРОТОКОЛ ДОПРОСА ПОПОВ
5425	interrogation_protocol	list_density	Протокол допроса А.М. Попова	Протокол допроса А.М. Попова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа В.М. Попова (УНКВД СССР по Горькраю) 1936-03-22T01:00:00
5424	interrogation_protocol	question_answer_markers	Протокол допроса С.А. Шахиджанян	р<ажданка> СССР, б<ес>п<артийная>, дочь быв<шего> торговца. Дом<ашняя> хозяйка. Вопрос: Вы храните нелегальные контрреволюционные документы. Сообщите следствию где они хранятся? Ответ: Никаких нелегальных документов у меня нет. Вопрос: Следствие
5424	interrogation_protocol	date_headers	Протокол допроса С.А. Шахиджанян	Протокол допроса С.А. Шахиджанян ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Троцкистский центр 1936-03-22T00:00:00 protokol-doprosa-s-a-shahidzhanyan ПРОТОКОЛ ДОПРОСА ШАХИДЖАНЯН, Софии Алекс
5424	interrogation_protocol	list_density	Протокол допроса С.А. Шахиджанян	Протокол допроса С.А. Шахиджанян ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Троцкистский центр 1936-03-22T00:00:00 protokol-doprosa-s-a-
5413	interrogation_protocol	question_answer_markers	Протокол допроса К.А. Озола	, член ВКП(б) с 1903 г. В 1931 году окончил Промакадемию, директор завода № 11. Вопрос: Следствию известно, что Вы храните контр­революционный троцкистский архив. Укажите место его хранения? Ответ: Троцкистского архива у меня нет. Вопрос: Троцкис
5413	interrogation_protocol	date_headers	Протокол допроса К.А. Озола	Протокол допроса К.А. Озола ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Троцкистский центр 1936-03-21T06:00:00 protokol-doprosa-k-a-ozola ПРОТОКОЛ ДОПРОСА О3ОЛ<А> Карла Андреевича, от 21
5413	interrogation_protocol	list_density	Протокол допроса К.А. Озола	Протокол допроса К.А. Озола ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Троцкистский центр 1936-03-21T06:00:00 protokol-doprosa-k-a-ozola
5412	interrogation_protocol	question_answer_markers	Протокол допроса Г.Т. Мясничкова	ОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа В.М. Попова (УНКВД СССР по Горькраю) 1936-03-21T05:00:00 protokol-doprosa-g-t-myasnichkova ПРОТОКОЛ ДОПРОСА МЯСНИЧКОВА, Григория Тихоновича от 21 марта 1936 г. МЯ
5412	interrogation_protocol	date_headers	Протокол допроса Г.Т. Мясничкова	Протокол допроса Г.Т. Мясничкова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа В.М. Попова (УНКВД СССР по Горькраю) 1936-03-21T05:00:00 protokol-doprosa-g-t-myasnichkova ПРОТОКОЛ ДОПРОСА
5412	interrogation_protocol	list_density	Протокол допроса Г.Т. Мясничкова	Протокол допроса Г.Т. Мясничкова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа В.М. Попова (УНКВД СССР по Горькраю) 1936-03-21T05:00
5410	interrogation_protocol	question_answer_markers	Протокол допроса З.С. Синициной	, беспартийная, до ареста ассистентка Горьковского индустриального ни<ститу>та. Вопрос: Когда и при каких обстоятельствах вы познакомились с МУСАТОВЫМ А.А. [2] ? Ответ: В 1930 г. я поступила на работу в Горьковский инду­стриальный институт в каче
5410	interrogation_protocol	date_headers	Протокол допроса З.С. Синициной	Протокол допроса З.С. Синициной ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Горьковская группа 1936-03-21T04:00:00 protokol-doprosa-z-s-siniczinoj ПРОТОКОЛ ДОПРОСА СИНИЦИНОЙ, Зинаиды Сергеев
5410	interrogation_protocol	salutation_markers	Протокол допроса З.С. Синициной	ое заключение было составлено удивительно глупо: там было сказано, что Муратов (товарищ мужа [О. Адамовой-Слиозберг Ю. Закгейма] по университету) говорил какому-то Моренко [на самом деле – Маренко], что он завербовал меня в террористическую органи
5410	interrogation_protocol	list_density	Протокол допроса З.С. Синициной	Протокол допроса З.С. Синициной ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Горьковская группа 1936-03-21T04:00:00 protokol-doprosa-z-s-s
5409	interrogation_protocol	question_answer_markers	Протокол допроса А.А. Мусатова	сключен как троцкист. До ареста – без определенных заня­тий. Проживал в Москве. Вопрос: Следствию известно, что на предыдущих допросах вы назвали не всех известных вам участников к.-р. троцкистской организации. Назовите их. Ответ: Признаю, что на
5409	interrogation_protocol	date_headers	Протокол допроса А.А. Мусатова	Протокол допроса А.А. Мусатова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Горьковская группа 1936-03-21T03:00:00 protokol-doprosa-a-a-musatova-2 ПРОТОКОЛ ДОПРОСА МУСАТОВА, Андрея Алексееви
5409	interrogation_protocol	list_density	Протокол допроса А.А. Мусатова	Протокол допроса А.А. Мусатова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Горьковская группа 1936-03-21T03:00:00 protokol-doprosa-a-a-mu
5408	special_report	question_answer_markers	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Л.И. Пономарева	ионной организации МАНЬКОВСКОГО, названного ПОНОМАРЕВЫМ, после чего будет решен вопрос о его аресте. НАРОДНЫЙ КОМИССАР ВНУТРЕННИХ ДЕЛ СОЮЗА ССР: (ЯГОДА) 25 марта 1936 г. № 55788 РГАСПИ Ф. 671, Оп. 1, Д. 162, Л. 205. ПРОТОКОЛ ДОПРОСА ПОНОМАРЕВА, Л
5408	special_report	date_headers	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Л.И. Пономарева	.Г. Ягоды Н.И. Ежову с приложением протокола допроса Л.И. Пономарева ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Горьковская группа 1936-03-21T02:00:00 speczsoobshhenie-g-g-yagody-n-i-ezhovu-s-prilozheniem-protokola-doprosa-l-i
5408	special_report	attachment_markers	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Л.И. Пономарева	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Л.И. Пономарева ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Горьковская группа 1936-03-21T02:00:00 speczsoobsh
5408	special_report	list_density	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Л.И. Пономарева	Спецсообщение Г.Г. Ягоды Н.И. Ежову с приложением протокола допроса Л.И. Пономарева ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Горьковская группа
5406	special_report	question_answer_markers	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Б.О. Ольберг	елом мужа-троцкиста. Ее муж – ОЛЬБЕРГ Валентин аресто­ван по одному с ней делу. Вопрос: Вы раньше показали, что деньги для по­купки фальшивого паспорта Вы получили разновременно от Ваших родителей из Берлина. Между тем, следствию известно, что эт
5406	special_report	date_headers	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Б.О. Ольберг	Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Б.О. Ольберг ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа Ольберга 1936-03-21T01:00:00 speczsoobshhenie-g-g-yagody-i-v-stalinu-s-prilozheniem-protokola-doprosa-b-o-o
5406	special_report	signature_markers	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Б.О. Ольберг	одный комиссар” имеется приписка “Зам”. Над словами “Г. Ягода” собственноручная подпись Г.Е. Прокофьева] РГАСПИ Ф. 17, Оп. 171, Д. 219, Л. 185. ПРОТОКОЛ ДОПРОСА ОЛЬБЕРГ, БЕТТИ-АВГУСТЫ-ФРИДЫ ОТТОВНЫ, ‒ от 21-го марта 1936 г. ОЛЬБЕРГ , – 1906 года р
5406	special_report	attachment_markers	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Б.О. Ольберг	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Б.О. Ольберг ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа Ольберга 1936-03-21T01:00:00 speczsoobshhenie-
5406	special_report	list_density	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Б.О. Ольберг	Спецсообщение Г.Г. Ягоды И.В. Сталину с приложением протокола допроса Б.О. Ольберг ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа Ольберга 1936
5407	interrogation_protocol	question_answer_markers	Протокол допроса А.Н. Сафоновой	933 года арестована за активную троц­кистскую работу и выслана в Сред­нюю Азию. ВОПРОС: На предыдущем допросе Вы показали, что связь, которую Вы в последнее время поддерживали в Ташкенте с троцкистами ШАПИРО и ПИНКАСОВИЧ, – была практической реал
5407	interrogation_protocol	date_headers	Протокол допроса А.Н. Сафоновой	Протокол допроса А.Н. Сафоновой ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа Шемелева | Троцкистский центр 1936-03-21T00:00:00 protokol-doprosa-a-n-safonovoj ПРОТОКОЛ ДОПРОСА САФОНОВОЙ
5407	interrogation_protocol	list_density	Протокол допроса А.Н. Сафоновой	Протокол допроса А.Н. Сафоновой ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа Шемелева | Троцкистский центр 1936-03-21T00:00:00 prot
5404	special_report	question_answer_markers	Спецсообщение Г.Е. Прокофьева И.В. Сталину с приложением протокола допроса М.П. Жакова	ость, был восстановлен в 1929 г. после подачи заявления об отходе от троцкизма. Вопрос: Следствию известно, что Вы до момента Ваше­го ареста вели активную контрреволюционную троцкистскую работу. Дайте показания по этому вопросу? Ответ: Я это отри
5404	special_report	date_headers	Спецсообщение Г.Е. Прокофьева И.В. Сталину с приложением протокола допроса М.П. Жакова	Прокофьева И.В. Сталину с приложением протокола допроса М.П. Жакова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Общество политкаторжан 1936-03-20T02:51:00 speczsoobshhenie-g-e-prokofeva-i-v-stalinu-s-prilozheniem-protokola-dop
5404	special_report	attachment_markers	Спецсообщение Г.Е. Прокофьева И.В. Сталину с приложением протокола допроса М.П. Жакова	Спецсообщение Г.Е. Прокофьева И.В. Сталину с приложением протокола допроса М.П. Жакова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Общество политкаторжан 1936-03-20T02:51:00 speczsoobsh
5404	special_report	list_density	Спецсообщение Г.Е. Прокофьева И.В. Сталину с приложением протокола допроса М.П. Жакова	Спецсообщение Г.Е. Прокофьева И.В. Сталину с приложением протокола допроса М.П. Жакова ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Общество политка
5403	interrogation_protocol	question_answer_markers	Протокол допроса Ю.Р. Закгейма	маре, до ареста – научный работник по истории философии и естествознания в МГУ. Вопрос: Известен ли Вам Лазарь РАБИНОВИЧ ? Ответ: Да, известен. Это мой старый товарищ, знаком я с ним с 1916 года. Связь с РАБИНОВИЧЕМ я потерял в 1932 году, где РАБ
5403	interrogation_protocol	date_headers	Протокол допроса Ю.Р. Закгейма	Протокол допроса Ю.Р. Закгейма ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Горьковская группа 1936-03-20T01:51:00 protokol-doprosa-yu-r-zakgejma ПРОТОКОЛ ДОПРОСА ЗАКГЕЙМА, Юделя Рувимовича,
5403	interrogation_protocol	salutation_markers	Протокол допроса Ю.Р. Закгейма	Вопрос: Известен ли Вам Лазарь РАБИНОВИЧ ? Ответ: Да, известен. Это мой старый товарищ, знаком я с ним с 1916 года. Связь с РАБИНОВИЧЕМ я потерял в 1932 году, где РАБИНОВИЧ находится в данное время, я не знаю. Вопрос: Что вам известно о политичес
5403	interrogation_protocol	list_density	Протокол допроса Ю.Р. Закгейма	Протокол допроса Ю.Р. Закгейма ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Горьковская группа 1936-03-20T01:51:00 protokol-doprosa-yu-r-z
5402	interrogation_protocol	question_answer_markers	Протокол допроса З.И. Фридмана	(1935 г.) пригово­рен к 10 г<одам> к<онц>лагеря за активную к.-р. деятельность. Вопрос: С какого года вы являетесь троцкистом? Ответ: С 1925 г. до 1929 г. я разделял троцкистские взгляды, но организационно с троцкистами связан не был. Вопрос: Раз
5402	interrogation_protocol	date_headers	Протокол допроса З.И. Фридмана	Протокол допроса З.И. Фридмана ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа Ольберга 1936-03-20T00:51:00 protokol-doprosa-z-i-fridmana ПРОТОКОЛ ДОПРОСА ФРИДМАНА, Зороха Иосифовича, от
5402	interrogation_protocol	signature_markers	Протокол допроса З.И. Фридмана	зертирстве из Латвии и, по дошед­шим до меня сведениям, меня Вальтер Дитбендер, Секретарь ЦК МОПРа Берлин<а,> подозревал в провокации. Вопрос: У вас отобрали партбилет, и вы, несмотря на это, 2 года состояли в ячейке. Вас подозревали в провокации и
5402	interrogation_protocol	list_density	Протокол допроса З.И. Фридмана	Протокол допроса З.И. Фридмана ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа Ольберга 1936-03-20T00:51:00 protokol-doprosa-z-i-fridm
5400	special_report	question_answer_markers	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса Л.Г. Дмитриевой	е время якобы работает начальником политотдела одного из совхозов; 5) МАРКЕЛОВА В.П. – член ВКП(б), работает в качестве заведующей детским отделом универмага Мосторга; 6) ДМИТРИЕВА Я.С. , беспартийная, домохозяйка, – нами устанавливаются, пос
5400	special_report	date_headers	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса Л.Г. Дмитриевой	рокофьева Н.И. Ежову с приложением протокола допроса Л.Г. Дмитриевой ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа Дмитриева 1936-03-19T13:39:00 speczsoobshhenie-g-e-prokofeva-n-i-ezhovu-s-prilozheniem-protokola-doprosa-l-
5400	special_report	attachment_markers	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса Л.Г. Дмитриевой	Спецсообщение Г.Е. Прокофьева Н.И. Ежову с приложением протокола допроса Л.Г. Дмитриевой ПРОЦЕСС 19-23 АВГУСТА 1936 г. МАТЕРИАЛЫ СЛЕДСТВИЯ Материалы следствия 1936 Группа Дмитриева 1936-03-19T13:39:00 speczsoobshhe
